,intended vote,education,age
24980,stay,2.0,56
24981,stay,3.0,41
24982,leave,4.0,45
24983,leave,2.0,53
24984,stay,4.0,24
24985,stay,4.0,55
24986,stay,3.0,49
24987,stay,3.0,51
24988,leave,4.0,40
24989,stay,2.0,68
24990,stay,2.0,50
24991,leave,3.0,52
24992,leave,4.0,35
24993,leave,4.0,50
24994,leave,5.0,47
24995,leave,4.0,28
24996,stay,5.0,43
24997,stay,4.0,64
24998,stay,5.0,58
24999,stay,4.0,66
25000,leave,1.0,76
25001,won't vote,,42
25002,leave,,34
25003,stay,4.0,52
25004,stay,5.0,41
25005,leave,4.0,42
25006,leave,,53
25007,stay,5.0,77
25008,leave,4.0,30
25009,stay,4.0,41
25010,leave,4.0,31
25011,stay,4.0,39
25012,stay,4.0,35
25013,stay,4.0,63
25014,leave,3.0,45
25015,don't know,,27
25016,leave,2.0,55
25017,don't know,2.0,47
25018,stay,,59
25019,stay,4.0,34
25020,don't know,2.0,35
25021,stay,4.0,32
25022,stay,4.0,46
25023,don't know,1.0,64
25024,don't know,4.0,69
25025,leave,1.0,72
25026,stay,2.0,47
25027,leave,4.0,75
25028,leave,4.0,29
25029,leave,3.0,26
25030,stay,5.0,40
25031,stay,4.0,44
25032,don't know,2.0,54
25033,stay,2.0,55
25034,leave,2.0,35
25035,stay,2.0,35
25036,don't know,3.0,59
25037,leave,1.0,62
25038,stay,4.0,32
25039,leave,2.0,49
25040,stay,2.0,63
25041,stay,3.0,21
25042,stay,4.0,53
25043,stay,3.0,22
25044,leave,3.0,46
25045,leave,2.0,65
25046,stay,2.0,27
25047,stay,3.0,51
25048,leave,,57
25049,don't know,4.0,37
25050,leave,4.0,30
25051,leave,4.0,46
25052,leave,3.0,51
25053,leave,1.0,31
25054,leave,5.0,46
25055,won't vote,1.0,59
25056,leave,2.0,51
25057,leave,,81
25058,stay,4.0,34
25059,stay,5.0,47
25060,leave,3.0,41
25061,stay,4.0,40
25062,stay,3.0,26
25063,stay,2.0,53
25064,leave,,41
25065,leave,3.0,50
25066,leave,4.0,63
25067,stay,4.0,22
25068,leave,2.0,31
25069,stay,4.0,64
25070,don't know,3.0,60
25071,don't know,2.0,46
25072,don't know,4.0,82
25073,leave,3.0,42
25074,stay,4.0,32
25075,stay,4.0,46
25076,leave,4.0,27
25077,stay,4.0,54
25078,don't know,4.0,53
25079,stay,4.0,38
25080,stay,3.0,44
25081,stay,2.0,46
25082,stay,3.0,48
25083,leave,5.0,29
25084,leave,2.0,52
25085,stay,4.0,56
25086,leave,4.0,53
25087,leave,2.0,34
25088,leave,3.0,33
25089,don't know,4.0,43
25090,stay,5.0,29
25091,leave,4.0,39
25092,stay,3.0,22
25093,stay,5.0,23
25094,leave,3.0,37
25095,don't know,2.0,70
25096,stay,4.0,24
25097,don't know,2.0,51
25098,leave,4.0,58
25099,don't know,4.0,45
25100,won't vote,4.0,29
25101,leave,4.0,30
25102,stay,4.0,36
25103,leave,4.0,52
25104,stay,4.0,25
25105,stay,4.0,34
25106,stay,3.0,47
25107,leave,2.0,58
25108,leave,1.0,74
25109,leave,3.0,44
25110,stay,4.0,54
25111,leave,2.0,71
25112,leave,2.0,52
25113,leave,4.0,37
25114,stay,4.0,23
25115,leave,3.0,64
25116,stay,3.0,30
25117,stay,2.0,53
25118,stay,4.0,36
25119,stay,5.0,31
25120,don't know,3.0,35
25121,don't know,4.0,54
25122,leave,4.0,68
25123,leave,2.0,47
25124,stay,3.0,20
25125,leave,4.0,25
25126,stay,4.0,24
25127,leave,2.0,52
25128,stay,5.0,31
25129,don't know,5.0,44
25130,stay,4.0,54
25131,leave,2.0,54
25132,leave,3.0,70
25133,stay,4.0,25
25134,stay,3.0,34
25135,stay,4.0,61
25136,stay,4.0,36
25137,leave,2.0,62
25138,leave,4.0,65
25139,leave,3.0,34
25140,stay,4.0,41
25141,leave,4.0,53
25142,leave,,30
25143,stay,3.0,22
25144,stay,3.0,54
25145,leave,3.0,49
25146,leave,4.0,67
25147,stay,4.0,30
25148,leave,4.0,57
25149,stay,3.0,42
25150,don't know,2.0,65
25151,leave,2.0,31
25152,stay,4.0,65
25153,leave,4.0,34
25154,stay,,30
25155,leave,3.0,47
25156,leave,,70
25157,don't know,,21
25158,stay,4.0,46
25159,don't know,2.0,45
25160,leave,4.0,33
25161,stay,4.0,28
25162,leave,4.0,50
25163,stay,4.0,55
25164,don't know,5.0,30
25165,leave,2.0,37
25166,leave,,51
25167,stay,,66
25168,leave,1.0,66
25169,stay,3.0,24
25170,stay,4.0,69
25171,leave,4.0,42
25172,leave,2.0,57
25173,leave,2.0,53
25174,leave,,58
25175,leave,4.0,30
25176,leave,4.0,37
25177,stay,2.0,31
25178,stay,4.0,54
25179,leave,3.0,66
25180,leave,3.0,42
25181,leave,2.0,56
25182,leave,2.0,57
25183,leave,1.0,66
25184,leave,4.0,54
25185,leave,4.0,40
25186,leave,,41
25187,leave,2.0,41
25188,stay,2.0,49
25189,stay,4.0,25
25190,leave,4.0,29
25191,don't know,4.0,24
25192,don't know,2.0,42
25193,stay,3.0,35
25194,stay,3.0,28
25195,leave,3.0,72
25196,leave,2.0,67
25197,stay,4.0,38
25198,stay,2.0,56
25199,stay,2.0,61
25200,leave,,49
25201,leave,3.0,41
25202,leave,4.0,56
25203,won't vote,3.0,40
25204,leave,4.0,60
25205,leave,4.0,35
25206,stay,5.0,48
25207,leave,3.0,67
25208,leave,5.0,45
25209,leave,4.0,67
25210,leave,1.0,70
25211,leave,4.0,47
25212,stay,4.0,43
25213,stay,3.0,28
25214,leave,4.0,70
25215,leave,4.0,76
25216,leave,3.0,32
25217,leave,1.0,49
25218,stay,4.0,27
25219,don't know,3.0,36
25220,leave,2.0,55
25221,stay,4.0,58
25222,stay,4.0,25
25223,leave,2.0,30
25224,stay,4.0,38
25225,leave,2.0,49
25226,leave,3.0,42
25227,stay,4.0,29
25228,leave,4.0,53
25229,leave,2.0,48
25230,stay,2.0,35
25231,stay,2.0,34
25232,leave,3.0,63
25233,leave,,39
25234,leave,,34
25235,don't know,4.0,50
25236,stay,4.0,34
25237,leave,2.0,37
25238,leave,1.0,78
25239,leave,2.0,49
25240,stay,5.0,32
25241,stay,5.0,32
25242,don't know,4.0,49
25243,stay,3.0,24
25244,stay,4.0,31
25245,leave,2.0,52
25246,stay,2.0,42
25247,leave,1.0,73
25248,stay,4.0,69
25249,leave,2.0,48
25250,leave,,70
25251,leave,2.0,78
25252,stay,3.0,68
25253,leave,,56
25254,stay,3.0,61
25255,don't know,2.0,22
25256,leave,3.0,52
25257,stay,4.0,22
25258,stay,4.0,35
25259,leave,1.0,38
25260,leave,3.0,27
25261,leave,2.0,76
25262,leave,3.0,70
25263,leave,3.0,41
25264,leave,4.0,67
25265,leave,2.0,54
25266,leave,,51
25267,stay,4.0,27
25268,leave,4.0,43
25269,leave,3.0,58
25270,leave,4.0,53
25271,stay,3.0,20
25272,leave,,33
25273,leave,2.0,50
25274,stay,4.0,85
25275,leave,2.0,66
25276,stay,5.0,23
25277,don't know,,35
25278,leave,2.0,43
25279,won't vote,3.0,37
25280,stay,4.0,54
25281,leave,3.0,56
25282,stay,,57
25283,leave,3.0,21
25284,stay,5.0,28
25285,stay,4.0,28
25286,stay,4.0,32
25287,leave,3.0,44
25288,leave,4.0,52
25289,stay,4.0,42
25290,stay,5.0,48
25291,stay,2.0,27
25292,stay,4.0,59
25293,stay,4.0,42
25294,leave,4.0,42
25295,leave,3.0,19
25296,leave,2.0,50
25297,leave,,58
25298,leave,2.0,46
25299,leave,2.0,53
25300,stay,2.0,56
25301,stay,4.0,27
25302,leave,3.0,48
25303,leave,3.0,67
25304,leave,4.0,71
25305,leave,2.0,65
25306,leave,4.0,55
25307,stay,4.0,42
25308,stay,3.0,57
25309,leave,4.0,38
25310,don't know,2.0,55
25311,stay,3.0,39
25312,leave,1.0,70
25313,leave,3.0,62
25314,stay,4.0,32
25315,leave,4.0,35
25316,stay,2.0,55
25317,stay,2.0,50
25318,stay,4.0,29
25319,leave,1.0,43
25320,stay,4.0,33
25321,leave,,76
25322,leave,5.0,45
25323,don't know,4.0,47
25324,leave,3.0,67
25325,leave,2.0,27
25326,stay,4.0,46
25327,stay,2.0,51
25328,stay,4.0,35
25329,stay,3.0,34
25330,leave,1.0,74
25331,don't know,4.0,43
25332,leave,2.0,36
25333,leave,2.0,35
25334,stay,4.0,31
25335,leave,,51
25336,leave,4.0,42
25337,leave,2.0,49
25338,don't know,4.0,30
25339,stay,4.0,29
25340,stay,4.0,54
25341,stay,5.0,50
25342,stay,2.0,32
25343,stay,4.0,28
25344,leave,2.0,33
25345,don't know,4.0,50
25346,stay,3.0,47
25347,stay,3.0,40
25348,stay,4.0,27
25349,leave,5.0,57
25350,leave,2.0,19
25351,stay,4.0,27
25352,stay,3.0,38
25353,stay,4.0,41
25354,stay,4.0,67
25355,leave,2.0,77
25356,leave,,48
25357,stay,1.0,27
25358,leave,4.0,56
25359,leave,2.0,37
25360,don't know,2.0,31
25361,leave,2.0,49
25362,leave,2.0,48
25363,don't know,4.0,35
25364,don't know,4.0,34
25365,don't know,4.0,43
25366,leave,,55
25367,leave,4.0,66
25368,stay,2.0,36
25369,leave,3.0,72
25370,leave,5.0,57
25371,stay,5.0,37
25372,stay,2.0,38
25373,leave,3.0,68
25374,leave,2.0,22
25375,leave,2.0,62
25376,don't know,2.0,37
25377,stay,2.0,38
25378,stay,4.0,41
25379,leave,3.0,36
25380,stay,4.0,37
25381,won't vote,2.0,44
25382,stay,3.0,20
25383,leave,,45
25384,leave,2.0,35
25385,stay,3.0,43
25386,don't know,3.0,21
25387,leave,,35
25388,stay,3.0,22
25389,leave,,45
25390,stay,4.0,51
25391,leave,2.0,45
25392,stay,5.0,38
25393,leave,4.0,51
25394,stay,4.0,36
25395,stay,3.0,34
25396,leave,4.0,21
25397,leave,4.0,27
25398,stay,5.0,36
25399,leave,,34
25400,don't know,2.0,47
25401,stay,5.0,35
25402,stay,4.0,55
25403,stay,4.0,47
25404,stay,4.0,38
25405,stay,3.0,38
25406,don't know,,60
25407,leave,4.0,51
25408,stay,,49
25409,stay,2.0,33
25410,leave,3.0,18
25411,stay,3.0,19
25412,won't vote,4.0,32
25413,leave,3.0,43
25414,leave,1.0,73
25415,leave,5.0,35
25416,leave,1.0,19
25417,leave,2.0,64
25418,stay,2.0,64
25419,leave,,44
25420,don't know,2.0,30
25421,stay,4.0,62
25422,leave,3.0,49
25423,stay,5.0,50
25424,leave,,32
25425,leave,2.0,59
25426,stay,1.0,29
25427,leave,3.0,70
25428,stay,2.0,64
25429,leave,1.0,72
25430,stay,2.0,49
25431,leave,1.0,36
25432,stay,5.0,55
25433,leave,2.0,69
25434,stay,,42
25435,leave,3.0,38
25436,stay,3.0,23
25437,stay,1.0,69
25438,leave,5.0,81
25439,stay,3.0,22
25440,leave,,70
25441,leave,4.0,37
25442,leave,3.0,49
25443,stay,3.0,28
25444,stay,4.0,24
25445,leave,2.0,68
25446,don't know,4.0,34
25447,leave,4.0,62
25448,leave,2.0,24
25449,stay,2.0,80
25450,leave,4.0,60
25451,stay,3.0,36
25452,stay,1.0,58
25453,stay,2.0,28
25454,stay,3.0,61
25455,leave,1.0,54
25456,leave,5.0,68
25457,leave,3.0,55
25458,stay,4.0,32
25459,leave,1.0,53
25460,stay,2.0,40
25461,stay,5.0,56
25462,stay,3.0,20
25463,stay,3.0,34
25464,stay,5.0,38
25465,stay,,43
25466,leave,2.0,71
25467,stay,2.0,42
25468,leave,1.0,58
25469,leave,4.0,38
25470,leave,2.0,57
25471,stay,4.0,56
25472,leave,4.0,37
25473,stay,3.0,51
25474,leave,3.0,23
25475,leave,2.0,48
25476,leave,2.0,56
25477,don't know,2.0,29
25478,leave,4.0,45
25479,leave,,65
25480,stay,3.0,47
25481,stay,4.0,53
25482,don't know,3.0,45
25483,leave,2.0,63
25484,leave,3.0,46
25485,don't know,4.0,67
25486,leave,2.0,67
25487,leave,4.0,49
25488,leave,3.0,54
25489,stay,4.0,30
25490,stay,3.0,58
25491,leave,2.0,70
25492,stay,4.0,27
25493,don't know,4.0,38
25494,leave,3.0,70
25495,don't know,3.0,34
25496,leave,4.0,44
25497,won't vote,4.0,31
25498,don't know,4.0,44
25499,leave,2.0,64
25500,stay,3.0,33
25501,leave,1.0,52
25502,leave,2.0,54
25503,leave,2.0,63
25504,leave,2.0,46
25505,leave,,35
25506,stay,1.0,56
25507,stay,2.0,43
25508,leave,4.0,59
25509,stay,2.0,65
25510,leave,2.0,50
25511,stay,4.0,35
25512,leave,2.0,53
25513,stay,2.0,47
25514,leave,2.0,61
25515,stay,2.0,54
25516,leave,,79
25517,stay,4.0,42
25518,won't vote,,55
25519,stay,3.0,34
25520,stay,4.0,60
25521,leave,1.0,47
25522,stay,4.0,58
25523,stay,4.0,57
25524,leave,5.0,66
25525,stay,2.0,28
25526,don't know,3.0,23
25527,stay,2.0,54
25528,stay,3.0,32
25529,stay,,49
25530,leave,2.0,29
25531,leave,2.0,56
25532,leave,,63
25533,leave,4.0,83
25534,stay,4.0,77
25535,don't know,,65
25536,leave,1.0,76
25537,stay,4.0,38
25538,stay,4.0,57
25539,stay,4.0,36
25540,leave,4.0,63
25541,stay,1.0,70
25542,leave,,45
25543,stay,1.0,75
25544,stay,3.0,51
25545,leave,4.0,35
25546,leave,2.0,32
25547,leave,,54
25548,leave,2.0,63
25549,stay,3.0,29
25550,stay,4.0,57
25551,leave,3.0,20
25552,stay,,46
25553,leave,4.0,53
25554,leave,3.0,59
25555,don't know,3.0,38
25556,leave,3.0,28
25557,stay,4.0,44
25558,leave,3.0,64
25559,don't know,3.0,20
25560,leave,2.0,66
25561,leave,4.0,66
25562,stay,4.0,39
25563,leave,,54
25564,stay,4.0,39
25565,don't know,4.0,32
25566,stay,4.0,50
25567,leave,4.0,61
25568,leave,2.0,43
25569,stay,4.0,41
25570,stay,4.0,57
25571,leave,1.0,64
25572,leave,3.0,47
25573,leave,5.0,60
25574,leave,,70
25575,stay,5.0,40
25576,stay,4.0,43
25577,leave,,47
25578,leave,3.0,19
25579,leave,4.0,25
25580,stay,3.0,39
25581,stay,4.0,23
25582,stay,,29
25583,stay,5.0,26
25584,stay,3.0,32
25585,stay,5.0,39
25586,leave,2.0,60
25587,leave,5.0,55
25588,leave,2.0,66
25589,stay,3.0,34
25590,leave,,34
25591,stay,3.0,24
25592,don't know,,46
25593,stay,4.0,57
25594,stay,4.0,27
25595,stay,2.0,56
25596,stay,4.0,29
25597,leave,3.0,56
25598,don't know,4.0,32
25599,leave,4.0,53
25600,stay,4.0,22
25601,leave,3.0,49
25602,stay,4.0,55
25603,stay,4.0,23
25604,leave,5.0,57
25605,stay,,35
25606,stay,2.0,53
25607,stay,3.0,55
25608,stay,2.0,41
25609,stay,4.0,39
25610,stay,1.0,78
25611,don't know,,61
25612,leave,4.0,59
25613,stay,4.0,34
25614,stay,4.0,20
25615,stay,4.0,33
25616,stay,4.0,39
25617,don't know,3.0,69
25618,stay,5.0,34
25619,leave,4.0,50
25620,leave,5.0,41
25621,don't know,2.0,47
25622,leave,3.0,69
25623,stay,4.0,41
25624,leave,4.0,34
25625,stay,5.0,49
25626,leave,4.0,74
25627,stay,2.0,44
25628,leave,,69
25629,stay,4.0,26
25630,stay,3.0,58
25631,leave,2.0,52
25632,leave,4.0,28
25633,don't know,4.0,68
25634,stay,4.0,26
25635,stay,3.0,51
25636,stay,3.0,40
25637,stay,4.0,54
25638,leave,2.0,59
25639,leave,4.0,60
25640,leave,,49
25641,leave,1.0,80
25642,stay,4.0,66
25643,leave,,59
25644,leave,3.0,43
25645,stay,4.0,44
25646,don't know,4.0,61
25647,leave,,68
25648,stay,3.0,29
25649,stay,4.0,55
25650,stay,4.0,29
25651,leave,4.0,56
25652,leave,2.0,49
25653,stay,4.0,53
25654,leave,4.0,57
25655,leave,2.0,50
25656,stay,,58
25657,leave,2.0,49
25658,stay,4.0,56
25659,leave,,57
25660,won't vote,,51
25661,leave,4.0,46
25662,stay,4.0,55
25663,leave,2.0,56
25664,leave,,49
25665,leave,4.0,53
25666,leave,3.0,56
25667,leave,2.0,56
25668,leave,4.0,37
25669,leave,2.0,72
25670,stay,4.0,54
25671,leave,,59
25672,leave,2.0,57
25673,stay,3.0,42
25674,leave,3.0,42
25675,won't vote,1.0,68
25676,leave,3.0,55
25677,leave,3.0,62
25678,leave,,58
25679,leave,2.0,40
25680,stay,2.0,53
25681,stay,4.0,66
25682,leave,2.0,71
25683,leave,4.0,36
25684,don't know,2.0,55
25685,leave,3.0,64
25686,leave,,59
25687,leave,2.0,30
25688,leave,2.0,56
25689,stay,2.0,58
25690,stay,4.0,48
25691,leave,4.0,58
25692,stay,1.0,44
25693,leave,,41
25694,leave,2.0,43
25695,don't know,3.0,59
25696,stay,4.0,44
25697,stay,4.0,39
25698,leave,1.0,69
25699,don't know,3.0,37
25700,leave,3.0,60
25701,leave,2.0,61
25702,stay,4.0,53
25703,stay,1.0,40
25704,stay,4.0,49
25705,leave,,59
25706,stay,4.0,54
25707,stay,5.0,65
25708,stay,3.0,39
25709,leave,2.0,74
25710,leave,4.0,59
25711,leave,2.0,58
25712,stay,4.0,33
25713,stay,4.0,53
25714,stay,5.0,53
25715,stay,4.0,44
25716,leave,2.0,58
25717,stay,4.0,35
25718,stay,4.0,23
25719,leave,3.0,53
25720,leave,2.0,60
25721,leave,4.0,58
25722,leave,2.0,45
25723,stay,4.0,39
25724,stay,1.0,55
25725,stay,3.0,21
25726,leave,2.0,75
25727,stay,3.0,31
25728,leave,,58
25729,leave,3.0,63
25730,stay,4.0,30
25731,stay,4.0,39
25732,leave,4.0,60
25733,leave,4.0,62
25734,won't vote,2.0,36
25735,leave,,53
25736,stay,4.0,28
25737,leave,3.0,57
25738,don't know,2.0,36
25739,stay,4.0,69
25740,stay,3.0,58
25741,leave,2.0,56
25742,stay,3.0,63
25743,leave,4.0,64
25744,leave,,70
25745,leave,4.0,60
25746,leave,3.0,52
25747,leave,2.0,44
25748,leave,2.0,42
25749,leave,2.0,37
25750,stay,5.0,36
25751,stay,4.0,31
25752,leave,2.0,51
25753,leave,4.0,46
25754,leave,,46
25755,don't know,3.0,48
25756,leave,,44
25757,don't know,1.0,46
25758,stay,3.0,72
25759,stay,5.0,54
25760,leave,2.0,48
25761,stay,,51
25762,leave,2.0,50
25763,leave,4.0,70
25764,don't know,,58
25765,don't know,,59
25766,leave,3.0,38
25767,stay,4.0,36
25768,leave,1.0,69
25769,leave,2.0,54
25770,leave,2.0,58
25771,leave,4.0,31
25772,leave,2.0,47
25773,stay,4.0,40
25774,stay,4.0,35
25775,leave,3.0,54
25776,stay,4.0,48
25777,stay,4.0,21
25778,leave,4.0,86
25779,leave,4.0,72
25780,leave,,69
25781,stay,5.0,43
25782,leave,4.0,51
25783,stay,3.0,20
25784,stay,4.0,60
25785,stay,2.0,36
25786,stay,5.0,58
25787,don't know,2.0,45
25788,stay,4.0,53
25789,leave,2.0,46
25790,leave,2.0,44
25791,stay,2.0,20
25792,leave,,52
25793,leave,,53
25794,stay,4.0,53
25795,stay,4.0,52
25796,stay,3.0,19
25797,leave,,67
25798,leave,1.0,60
25799,leave,2.0,41
25800,stay,3.0,29
25801,stay,4.0,38
25802,stay,5.0,56
25803,leave,,63
25804,stay,,48
25805,leave,3.0,67
25806,stay,4.0,36
25807,stay,4.0,49
25808,stay,4.0,39
25809,leave,2.0,57
25810,stay,4.0,55
25811,leave,2.0,58
25812,leave,4.0,58
25813,stay,3.0,44
25814,stay,5.0,64
25815,stay,3.0,18
25816,leave,5.0,74
25817,leave,4.0,50
25818,stay,5.0,28
25819,stay,,66
25820,stay,4.0,34
25821,don't know,4.0,43
25822,stay,4.0,34
25823,don't know,5.0,35
25824,don't know,,39
25825,stay,4.0,30
25826,stay,,81
25827,stay,4.0,35
25828,leave,2.0,60
25829,leave,2.0,65
25830,leave,2.0,65
25831,leave,4.0,33
25832,leave,4.0,48
25833,leave,5.0,25
25834,stay,2.0,46
25835,leave,1.0,76
25836,stay,4.0,43
25837,stay,3.0,47
25838,leave,1.0,63
25839,don't know,5.0,47
25840,leave,4.0,28
25841,leave,4.0,31
25842,leave,1.0,57
25843,leave,2.0,56
25844,leave,2.0,56
25845,leave,2.0,32
25846,stay,5.0,32
25847,stay,2.0,44
25848,leave,4.0,37
25849,leave,4.0,32
25850,leave,2.0,53
25851,don't know,2.0,43
25852,leave,2.0,52
25853,don't know,2.0,47
25854,leave,3.0,46
25855,leave,3.0,68
25856,leave,4.0,55
25857,stay,4.0,60
25858,leave,4.0,51
25859,stay,1.0,28
25860,stay,,29
25861,don't know,,70
25862,leave,2.0,55
25863,stay,5.0,66
25864,stay,,56
25865,leave,4.0,59
25866,leave,3.0,88
25867,stay,4.0,49
25868,stay,4.0,68
25869,leave,,66
25870,stay,5.0,27
25871,leave,2.0,64
25872,leave,4.0,40
25873,stay,,42
25874,leave,5.0,64
25875,don't know,3.0,34
25876,stay,2.0,46
25877,stay,3.0,34
25878,stay,4.0,64
25879,leave,4.0,34
25880,stay,4.0,50
25881,stay,4.0,69
25882,leave,4.0,47
25883,stay,4.0,31
25884,leave,3.0,39
25885,leave,,63
25886,won't vote,5.0,44
25887,leave,5.0,49
25888,don't know,2.0,52
25889,leave,1.0,71
25890,leave,,30
25891,leave,2.0,57
25892,leave,4.0,54
25893,stay,,57
25894,leave,,22
25895,leave,,72
25896,don't know,1.0,36
25897,stay,4.0,59
25898,leave,,43
25899,leave,,57
25900,don't know,5.0,26
25901,leave,,79
25902,stay,4.0,39
25903,stay,4.0,71
25904,stay,4.0,49
25905,leave,4.0,39
25906,don't know,4.0,46
25907,leave,2.0,71
25908,leave,,28
25909,leave,1.0,59
25910,stay,4.0,63
25911,stay,,28
25912,leave,3.0,33
25913,leave,5.0,55
25914,leave,4.0,35
25915,leave,2.0,44
25916,leave,2.0,56
25917,leave,4.0,62
25918,stay,2.0,48
25919,leave,2.0,45
25920,stay,4.0,41
25921,stay,5.0,29
25922,stay,3.0,26
25923,stay,,49
25924,stay,3.0,60
25925,stay,3.0,37
25926,stay,3.0,28
25927,leave,2.0,51
25928,stay,5.0,65
25929,leave,,72
25930,stay,4.0,60
25931,stay,3.0,46
25932,leave,1.0,65
25933,stay,3.0,58
25934,stay,3.0,62
25935,leave,4.0,37
25936,leave,3.0,62
25937,leave,4.0,59
25938,stay,,39
25939,stay,4.0,64
25940,leave,2.0,56
25941,leave,3.0,31
25942,leave,4.0,72
25943,don't know,4.0,64
25944,leave,1.0,52
25945,leave,,53
25946,leave,1.0,73
25947,stay,3.0,47
25948,stay,5.0,39
25949,stay,,57
25950,leave,5.0,42
25951,leave,4.0,59
25952,leave,4.0,78
25953,leave,2.0,57
25954,leave,2.0,59
25955,leave,3.0,40
25956,stay,5.0,45
25957,stay,2.0,61
25958,stay,3.0,66
25959,leave,4.0,59
25960,stay,3.0,63
25961,stay,3.0,56
25962,leave,1.0,72
25963,stay,4.0,71
25964,stay,4.0,43
25965,leave,3.0,60
25966,leave,5.0,69
25967,stay,4.0,49
25968,leave,2.0,57
25969,stay,2.0,77
25970,leave,5.0,31
25971,leave,4.0,58
25972,leave,4.0,58
25973,leave,,57
25974,leave,3.0,45
25975,stay,5.0,29
25976,stay,2.0,53
25977,stay,4.0,63
25978,leave,,59
25979,leave,5.0,50
25980,stay,3.0,61
25981,stay,4.0,43
25982,stay,,57
25983,leave,1.0,55
25984,don't know,2.0,46
25985,leave,2.0,53
25986,stay,,51
25987,stay,3.0,71
25988,stay,3.0,39
25989,stay,4.0,51
25990,stay,2.0,61
25991,leave,2.0,78
25992,leave,3.0,70
25993,leave,2.0,72
25994,stay,,69
25995,stay,4.0,79
25996,leave,2.0,65
25997,leave,,63
25998,leave,3.0,65
25999,leave,4.0,77
26000,stay,4.0,68
26001,stay,4.0,44
26002,leave,,52
26003,leave,2.0,54
26004,leave,2.0,87
26005,leave,2.0,55
26006,stay,4.0,61
26007,stay,4.0,52
26008,leave,,58
26009,leave,4.0,66
26010,leave,2.0,51
26011,leave,2.0,70
26012,stay,2.0,55
26013,leave,3.0,47
26014,stay,2.0,63
26015,stay,1.0,56
26016,stay,4.0,67
26017,stay,1.0,66
26018,leave,2.0,66
26019,leave,,58
26020,don't know,1.0,59
26021,stay,3.0,37
26022,leave,4.0,46
26023,leave,2.0,57
26024,don't know,4.0,65
26025,leave,5.0,36
26026,don't know,4.0,50
26027,stay,1.0,67
26028,stay,4.0,69
26029,leave,4.0,64
26030,leave,,40
26031,leave,5.0,49
26032,leave,2.0,47
26033,leave,3.0,23
26034,stay,,74
26035,leave,,58
26036,leave,1.0,57
26037,stay,4.0,37
26038,stay,4.0,68
26039,leave,,57
26040,leave,3.0,46
26041,stay,4.0,32
26042,stay,5.0,48
26043,stay,4.0,62
26044,leave,3.0,58
26045,leave,2.0,63
26046,leave,4.0,53
26047,stay,5.0,49
26048,leave,4.0,57
26049,leave,4.0,59
26050,leave,4.0,28
26051,leave,4.0,21
26052,stay,1.0,50
26053,leave,3.0,56
26054,leave,3.0,69
26055,stay,2.0,50
26056,stay,4.0,55
26057,won't vote,4.0,43
26058,don't know,4.0,60
26059,leave,3.0,34
26060,leave,3.0,37
26061,leave,3.0,63
26062,leave,4.0,73
26063,leave,4.0,57
26064,leave,3.0,45
26065,leave,4.0,59
26066,stay,3.0,43
26067,leave,5.0,55
26068,stay,5.0,54
26069,stay,4.0,62
26070,leave,2.0,59
26071,leave,1.0,62
26072,stay,4.0,41
26073,leave,3.0,63
26074,leave,1.0,71
26075,stay,5.0,61
26076,leave,2.0,63
26077,leave,3.0,46
26078,leave,,60
26079,leave,,68
26080,stay,3.0,69
26081,stay,4.0,51
26082,leave,4.0,66
26083,stay,3.0,34
26084,leave,4.0,58
26085,won't vote,2.0,44
26086,stay,4.0,75
26087,leave,4.0,52
26088,stay,4.0,45
26089,leave,5.0,67
26090,stay,4.0,55
26091,stay,1.0,72
26092,stay,4.0,72
26093,stay,,58
26094,leave,3.0,54
26095,don't know,4.0,35
26096,don't know,,63
26097,stay,4.0,49
26098,leave,1.0,66
26099,stay,4.0,66
26100,leave,4.0,40
26101,stay,4.0,69
26102,leave,2.0,58
26103,leave,3.0,52
26104,stay,2.0,53
26105,stay,4.0,53
26106,stay,4.0,51
26107,stay,4.0,51
26108,stay,,57
26109,stay,4.0,64
26110,stay,5.0,57
26111,leave,5.0,50
26112,leave,4.0,67
26113,leave,3.0,23
26114,leave,,70
26115,won't vote,2.0,46
26116,stay,3.0,47
26117,stay,3.0,64
26118,stay,3.0,55
26119,don't know,,38
26120,don't know,4.0,54
26121,leave,4.0,67
26122,stay,5.0,42
26123,stay,,34
26124,leave,3.0,52
26125,stay,4.0,50
26126,stay,5.0,65
26127,stay,4.0,41
26128,leave,3.0,58
26129,leave,3.0,59
26130,leave,3.0,57
26131,stay,5.0,27
26132,stay,4.0,86
26133,leave,2.0,46
26134,stay,4.0,43
26135,leave,3.0,48
26136,leave,4.0,52
26137,leave,2.0,71
26138,don't know,4.0,67
26139,leave,4.0,53
26140,leave,3.0,57
26141,stay,,51
26142,stay,4.0,56
26143,leave,5.0,52
26144,stay,5.0,38
26145,stay,4.0,64
26146,stay,2.0,57
26147,stay,4.0,59
26148,leave,,73
26149,won't vote,4.0,30
26150,don't know,2.0,43
26151,leave,,76
26152,stay,4.0,53
26153,leave,2.0,54
26154,leave,2.0,64
26155,stay,,38
26156,leave,1.0,42
26157,stay,4.0,44
26158,stay,4.0,62
26159,leave,1.0,59
26160,leave,4.0,51
26161,leave,2.0,65
26162,leave,3.0,51
26163,leave,2.0,60
26164,stay,4.0,55
26165,stay,5.0,58
26166,stay,4.0,52
26167,leave,2.0,67
